Call Failure,Complains,Subscription Length,Charge Amount,Seconds of Use,Frequency of use,Frequency of SMS,Distinct Called Numbers,Age Group,Tariff Plan,Status,Age,Customer Value,Churn
5,0,40,0,10,7,2,3,1,2,30,45.0,0,6.916666666666667
15,0,17,1,176,71,39,5,1,1,55,244.845,0,150.78333333333333
5,0,36,0,6,7,2,3,1,2,30,40.44,1,5.083333333333333
27,1,31,0,51,13,15,3,1,2,30,101.24,1,19.666666666666668
4,0,11,0,162,61,36,4,1,1,45,370.75,0,142.8
10,0,38,0,66,1,35,1,1,1,15,240.02,0,69.96666666666667
9,0,40,1,45,292,20,3,1,1,30,1276.4,0,44.416666666666664
14,0,39,1,188,157,32,2,1,1,25,1425.51,0,263.1666666666667
2,0,35,0,31,274,13,3,1,1,30,1184.44,0,36.333333333333336
16,0,39,3,126,142,42,3,1,1,30,942.24,0,153.83333333333334
24,0,32,0,52,17,15,2,1,2,25,140.04,1,22.666666666666668
11,0,27,1,28,7,2,2,1,1,25,74.61,0,15.5
25,0,32,4,244,32,84,2,2,1,25,883.53,0,269.8333333333333
5,0,42,1,133,392,44,3,1,1,30,1873.64,0,125.13333333333334
0,0,38,0,16,4,14,2,1,2,25,52.47,0,12.5
9,0,39,0,71,94,24,2,1,1,25,715.23,0,107.05
0,0,29,0,0,0,0,4,1,1,45,0.0,0,0.0
14,0,24,0,25,9,8,2,1,2,25,86.85,0,16.75
9,0,37,0,48,0,13,3,1,2,30,86.84,0,35.38333333333333
15,0,39,0,65,16,17,3,1,2,30,184.52,0,49.13333333333333
0,1,31,0,0,0,0,2,1,2,25,0.0,1,0.0
0,0,32,0,32,0,14,3,1,2,30,51.08,0,20.75
10,0,38,2,111,32,29,5,1,1,55,158.715,0,121.16666666666667
12,0,39,1,83,7,23,3,1,1,30,219.52,0,78.41666666666667
3,1,34,0,30,0,16,2,1,2,25,103.95,1,38.0
3,0,37,0,43,0,17,3,1,2,30,62.84,0,25.466666666666665
0,0,11,1,36,218,12,3,1,1,30,1040.04,0,69.41666666666667
1,0,36,0,34,287,19,3,1,1,30,1239.16,0,37.416666666666664
15,0,27,0,35,31,22,3,1,2,30,177.4,0,21.666666666666668
15,0,40,3,111,35,29,3,1,1,30,417.36,0,113.71666666666667
0,0,36,0,79,0,28,2,1,1,25,159.84,0,57.88333333333333
6,0,27,1,39,195,11,2,2,1,25,949.455,0,26.0
10,0,42,2,100,204,33,3,1,1,30,1099.4,0,116.41666666666667
0,0,39,0,82,3,27,3,1,1,30,151.8,0,56.88333333333333
8,0,41,1,82,33,27,3,1,1,30,274.08,0,57.833333333333336
17,0,45,2,78,16,38,1,1,1,15,339.955,0,75.05
18,0,16,1,182,81,40,5,1,1,55,268.86,0,160.7
6,0,41,1,35,494,13,3,1,1,30,2108.4,0,54.583333333333336
4,0,39,0,85,6,28,3,1,1,30,203.0,0,73.16666666666667
3,0,38,2,9,2,1,5,1,1,55,9.93,0,7.55
0,0,37,0,13,41,8,4,1,2,45,121.4,1,12.383333333333333
0,0,26,0,9,12,1,4,1,2,45,46.1,0,10.583333333333334
20,0,28,1,226,0,74,2,1,1,25,714.645,0,260.9166666666667
2,0,8,0,34,183,6,3,1,1,30,904.36,0,71.25
10,0,34,0,46,10,14,3,1,2,30,177.64,1,56.583333333333336
5,0,38,0,52,49,25,3,1,2,30,271.88,0,30.75
0,0,36,0,0,0,0,3,1,2,30,0.0,1,0.0
6,0,32,0,18,38,9,4,1,2,45,125.7,0,20.166666666666668
8,0,34,0,52,348,19,3,1,1,30,1485.0,0,37.88333333333333
5,0,37,0,71,7,28,3,1,1,30,153.44,0,51.083333333333336
13,0,41,1,67,193,30,2,1,1,25,1018.44,0,54.416666666666664
0,0,37,0,20,0,8,4,1,1,45,32.075,0,21.05
22,0,39,2,227,58,35,3,1,1,30,841.68,0,250.25
10,1,44,0,23,31,12,4,1,2,45,107.9,1,19.883333333333333
7,0,44,0,12,15,3,3,1,2,30,72.68,1,5.083333333333333
10,0,29,2,70,20,27,3,1,1,30,226.4,0,59.833333333333336
5,0,36,0,6,7,2,2,1,2,25,45.495,1,5.083333333333333
7,0,28,1,44,28,67,5,1,1,55,67.905,0,28.05
6,0,34,3,116,271,33,2,2,1,25,1538.145,0,116.08333333333333
11,0,42,1,68,11,39,1,1,1,15,299.53,0,71.3
7,0,33,0,22,36,6,4,1,2,45,118.8,0,18.833333333333332
13,0,12,3,57,230,12,3,1,1,30,1138.48,0,90.08333333333333
11,0,41,1,62,369,28,3,1,1,30,1579.8,0,42.21666666666667
0,0,30,0,74,171,23,3,1,1,30,934.76,0,103.25
0,0,36,0,11,8,6,2,1,2,25,65.745,0,10.833333333333334
0,0,20,0,31,13,62,4,1,1,45,62.85,0,19.716666666666665
22,0,29,2,235,0,78,2,1,1,25,731.25,0,266.9166666666667
1,0,30,1,89,3,17,5,1,1,55,104.91,0,110.08333333333333
0,0,41,0,58,3,32,2,1,1,25,110.07,0,34.8
3,0,41,0,95,8,11,3,1,1,30,260.32,0,93.55
0,0,43,0,9,15,8,2,1,2,25,80.19,0,4.55
0,0,26,0,85,0,19,4,1,1,45,164.125,0,108.0
11,0,40,0,190,161,35,2,1,1,25,1437.975,0,261.0833333333333
4,0,37,0,65,87,22,2,1,1,25,669.735,0,101.96666666666667
6,0,35,0,70,0,22,2,1,1,25,154.125,0,55.916666666666664
13,0,22,4,55,46,25,3,1,1,30,310.72,0,51.88333333333333
9,0,44,1,49,300,24,3,1,1,30,1306.76,0,43.666666666666664
3,0,37,0,52,0,29,1,1,1,15,128.15,0,37.96666666666667
8,0,36,0,69,76,33,2,1,1,25,642.24,0,110.05
0,0,24,0,19,161,9,2,2,1,25,738.855,0,5.0
12,0,46,0,30,35,16,3,1,2,30,192.2,0,21.25
5,0,42,2,29,493,12,3,1,1,30,2100.16,0,52.916666666666664
4,0,36,0,49,334,24,2,1,1,25,1583.64,0,29.05
0,0,32,0,1,0,1,3,1,2,30,10.56,1,4.383333333333334
21,0,41,4,130,156,47,3,1,1,30,1008.4,0,158.0
6,0,18,2,36,49,29,2,1,1,25,325.395,0,38.25
3,0,37,0,71,30,19,3,1,1,30,290.04,0,69.66666666666667
5,0,35,0,14,12,9,2,1,2,25,100.305,0,16.916666666666668
0,0,23,0,0,10,0,4,1,2,45,25.0,0,0.0
10,0,11,0,133,68,36,1,2,1,15,711.755,0,100.13333333333334
20,0,30,3,238,25,82,2,1,1,25,838.035,0,264.75
2,0,36,1,154,36,49,4,1,1,45,375.725,0,187.91666666666666
1,0,32,0,75,0,19,3,1,1,30,168.2,0,68.83333333333333
0,0,34,0,74,0,21,3,1,1,30,168.96,0,69.16666666666667
3,0,41,1,8,12,6,3,1,1,30,63.44,0,6.3
0,0,36,0,32,269,13,3,1,1,30,1151.88,0,31.083333333333332
10,0,35,1,116,146,44,3,1,1,30,948.64,0,150.0
12,0,38,1,69,7,35,1,1,1,15,286.66,0,74.05
4,0,40,0,67,8,19,2,1,1,25,225.54,0,69.08333333333333
10,0,35,1,83,1,26,3,1,1,30,200.12,0,80.33333333333333
1,0,9,1,33,16,16,3,1,1,30,167.2,0,42.45
17,0,42,2,63,20,21,4,1,1,45,116.65,0,43.38333333333333
14,0,45,3,95,17,28,4,1,1,45,165.375,0,80.33333333333333
0,0,27,0,57,11,25,3,1,1,30,166.28,0,50.0
0,1,30,0,0,0,0,4,1,2,45,0.0,1,0.0
0,0,30,0,38,0,9,3,1,2,30,68.44,0,27.883333333333333
3,0,40,1,79,5,27,3,1,1,30,194.76,0,71.5
0,0,35,0,10,451,6,3,1,1,30,1887.6,0,34.666666666666664
0,0,36,0,0,0,0,2,1,2,25,0.0,1,0.0
7,0,37,2,137,405,58,3,1,1,30,1949.8,0,135.13333333333333
0,0,3,0,30,200,4,3,1,1,30,966.4,0,68.83333333333333
0,0,36,0,67,0,8,3,1,1,30,147.08,0,60.166666666666664
13,0,17,3,45,7,17,3,1,1,30,151.52,0,50.71666666666667
0,0,35,0,25,25,8,4,1,1,45,100.075,0,24.633333333333333
13,0,37,2,192,171,45,2,1,1,25,1501.965,0,268.0833333333333
5,0,20,1,29,33,16,2,1,1,25,228.78,0,29.25
18,0,38,2,104,33,26,2,1,1,25,428.715,0,102.05
8,1,11,2,25,7,9,3,1,1,30,100.68,1,29.866666666666667
15,0,29,2,56,45,70,5,1,1,55,107.085,0,43.05
15,0,39,1,66,366,26,3,1,1,30,1576.96,0,45.96666666666667
6,0,32,0,69,100,36,2,1,1,25,755.415,0,111.96666666666667
7,0,42,1,92,17,34,3,1,1,30,230.8,0,66.3
5,0,31,0,40,30,16,3,1,2,30,190.0,0,28.5
7,0,31,0,24,39,10,4,1,2,45,130.85,0,21.833333333333332
21,0,19,2,147,92,44,2,2,1,25,721.98,0,111.61666666666666
7,0,38,2,160,43,51,4,1,1,45,401.0,0,193.0
11,0,23,0,21,7,3,2,1,2,25,65.97,0,12.416666666666666
0,0,34,0,86,0,8,2,1,1,25,253.755,0,92.55
10,0,37,1,167,7,41,3,1,1,30,590.6,0,231.63333333333333
8,0,16,3,45,31,19,3,1,1,30,239.88,0,47.53333333333333
0,0,34,0,66,0,11,2,1,1,25,129.555,0,46.88333333333333
11,0,36,4,122,278,35,3,2,1,30,1407.68,0,121.16666666666667
8,0,26,1,72,16,23,3,1,1,30,224.28,0,65.58333333333333
14,1,41,0,51,24,22,3,1,2,30,228.04,1,54.166666666666664
9,0,41,0,177,11,49,3,1,1,30,609.2,0,232.55
23,0,24,3,153,100,45,2,2,1,25,758.25,0,111.61666666666666
8,0,30,0,25,11,6,3,1,2,30,60.8,0,6.583333333333333
14,1,12,3,36,15,9,3,1,1,30,161.52,1,41.7
26,1,37,3,230,55,30,3,1,1,30,851.0,0,259.0833333333333
5,0,35,0,93,7,9,5,1,1,55,109.245,0,108.16666666666667
9,0,20,1,33,44,19,3,1,1,30,264.92,0,36.5
15,0,13,0,139,75,38,1,2,1,15,767.36,0,105.21666666666667
0,0,35,0,9,2,12,2,1,2,25,43.605,0,12.666666666666666
0,0,4,0,26,197,3,3,1,1,30,945.24,0,65.08333333333333
10,0,38,2,105,28,27,3,1,1,30,376.92,0,108.63333333333334
4,0,33,0,25,0,7,3,1,1,30,79.92,0,32.88333333333333
0,0,31,0,0,0,0,4,1,2,45,0.0,1,0.0
15,0,39,0,66,7,33,1,1,1,15,283.47,0,73.13333333333334
8,1,30,0,88,11,18,2,1,1,25,303.57,1,92.63333333333334
0,0,10,0,42,219,13,3,1,1,30,1048.28,0,71.08333333333333
7,0,25,1,37,26,65,5,1,1,55,64.95,0,28.216666666666665
0,0,33,0,0,0,0,4,1,1,45,0.0,0,0.0
4,0,43,0,20,21,9,3,1,2,30,113.2,0,11.833333333333334
4,0,35,0,105,116,26,3,1,1,30,796.6,0,136.83333333333334
6,0,36,1,125,380,40,3,1,1,30,1830.32,0,127.21666666666667
13,0,15,0,136,87,43,1,2,1,15,831.215,0,104.61666666666666
4,1,34,0,38,27,29,3,1,2,30,188.04,1,32.71666666666667
7,0,34,0,69,0,13,2,1,1,25,196.155,0,71.5
5,0,30,1,18,7,10,3,1,1,30,144.12,0,48.083333333333336
14,0,40,2,85,37,30,3,2,1,30,304.8,0,63.916666666666664
0,0,40,0,0,1,0,2,1,2,25,4.5,1,0.0
1,0,37,0,124,382,43,2,1,1,25,2051.415,0,121.05
0,0,31,0,4,0,5,2,1,2,25,27.855,0,10.25
2,0,36,0,47,0,12,3,1,2,30,71.6,0,29.05
15,0,40,2,129,155,48,3,1,1,30,996.96,0,154.91666666666666
0,0,36,0,15,0,3,3,1,1,30,43.32,0,17.8
0,0,16,0,19,12,9,2,1,1,25,108.855,0,20.0
0,0,31,0,14,0,9,3,1,1,30,106.96,0,44.333333333333336
6,0,38,0,25,8,11,2,1,2,25,108.45,0,26.416666666666668
8,0,42,2,85,12,29,3,1,1,30,235.2,0,76.58333333333333
1,0,41,0,16,10,15,2,1,2,25,88.695,0,15.916666666666666
7,0,23,0,29,14,11,2,1,1,25,116.73,0,19.416666666666668
0,0,34,0,19,0,4,3,1,1,30,55.28,0,22.716666666666665
8,0,35,0,58,0,30,1,1,1,15,224.18,0,66.96666666666667
15,0,18,1,136,67,44,2,2,1,25,577.035,0,99.78333333333333
17,0,33,0,33,27,13,3,1,2,30,152.72,0,18.083333333333332
1,0,35,0,41,36,20,3,1,1,30,202.44,0,23.666666666666668
0,0,38,0,129,388,46,2,1,1,25,2084.04,0,123.05
9,0,43,2,135,401,49,3,1,1,30,1925.12,0,131.55
0,0,36,1,86,211,28,3,1,1,30,1099.84,0,105.16666666666667
13,0,15,0,138,80,40,1,2,1,15,795.905,0,105.55
22,0,41,3,99,47,30,3,1,1,30,383.56,0,79.83333333333333
10,0,37,0,60,0,31,1,1,1,15,227.865,0,68.05
7,0,34,1,79,7,21,3,1,1,30,213.56,0,76.0
13,0,27,0,28,12,7,3,1,2,30,86.92,0,15.75
0,0,33,0,25,0,9,2,1,2,25,94.95,1,34.75
0,0,13,0,12,10,7,2,1,1,25,99.99,0,20.166666666666668
11,0,40,2,34,499,13,3,1,1,30,2140.96,0,59.833333333333336
5,0,36,0,66,7,18,2,1,1,25,225.945,0,70.91666666666667
3,0,35,0,44,38,20,3,1,2,30,220.36,0,27.75
0,0,8,1,40,240,12,3,1,1,30,1129.6,0,70.0
0,0,38,1,0,7,0,5,1,1,55,10.5,0,0.0
6,0,34,0,167,0,40,3,1,1,30,554.4,0,228.21666666666667
5,0,43,1,64,10,34,2,1,1,25,155.565,0,39.88333333333333
8,0,37,0,50,45,22,3,1,2,30,260.8,0,32.833333333333336
5,0,35,0,70,110,38,2,1,1,25,795.285,0,110.05
9,0,38,0,23,37,21,4,1,2,45,131.4,1,25.55
15,0,39,2,82,124,42,2,1,1,25,886.275,0,120.21666666666667
1,0,35,0,12,10,2,4,1,2,45,51.125,1,17.216666666666665
29,0,29,3,242,7,78,2,1,1,25,775.89,0,271.6666666666667
18,0,40,3,171,26,49,4,1,1,45,381.275,0,208.0
0,0,30,0,0,0,0,2,1,2,25,0.0,1,0.0
5,0,36,1,6,7,2,5,1,1,55,15.165,0,5.083333333333333
9,0,37,0,76,23,15,2,1,1,25,321.795,0,79.58333333333333
9,0,32,1,49,45,74,5,1,1,55,95.655,0,30.466666666666665
3,0,34,0,63,69,31,2,1,1,25,596.745,0,104.96666666666667
5,0,38,2,10,11,4,5,1,1,55,26.295,0,10.716666666666667
11,0,39,0,56,345,11,3,1,1,30,1468.56,0,35.96666666666667
3,0,13,0,155,45,23,4,1,1,45,317.075,0,133.8
8,0,35,2,103,21,24,5,1,1,55,139.395,0,118.16666666666667
0,0,29,0,0,0,0,3,1,2,30,0.0,1,0.0
7,0,36,2,112,257,20,3,2,1,30,1299.28,0,111.16666666666667
0,0,32,0,72,168,19,3,1,1,30,915.48,0,100.25
0,0,26,0,0,0,0,4,1,2,45,0.0,0,0.0
14,0,38,0,61,53,22,4,1,2,45,201.025,0,44.666666666666664
9,0,10,0,129,70,39,1,2,1,15,726.88,0,101.45
0,0,35,0,121,377,41,2,1,1,25,2026.08,0,120.05
8,0,16,3,45,31,19,3,2,1,30,239.92,0,47.55
16,0,31,2,40,36,19,2,1,1,25,236.25,0,26.833333333333332
11,0,31,0,29,18,11,2,1,2,25,111.78,0,10.916666666666666
9,0,26,0,27,1,15,2,1,1,25,42.615,0,13.666666666666666
0,1,35,0,4,14,13,2,1,2,25,76.455,1,4.916666666666667
10,0,37,0,59,9,15,3,1,2,30,144.08,0,44.05
0,0,7,0,37,210,8,3,1,1,30,1014.68,0,72.16666666666667
4,0,34,0,38,27,29,3,1,2,30,188.04,1,32.71666666666667
14,0,20,1,177,81,41,5,1,1,55,258.135,0,148.86666666666667
26,0,30,3,243,1,78,2,1,1,25,757.035,0,274.6666666666667
7,0,36,1,75,19,30,2,1,1,25,298.8,0,77.75
16,1,43,0,68,26,24,3,1,2,30,215.64,0,45.38333333333333
17,0,27,0,39,0,11,2,1,2,25,27.405,1,9.5
3,0,23,0,34,183,7,2,2,1,25,880.605,0,20.583333333333332
11,0,32,2,50,211,18,3,2,1,30,918.0,0,30.0
19,0,19,2,146,83,41,2,2,1,25,672.885,0,108.45
6,0,43,1,45,293,19,4,1,1,45,792.625,0,39.333333333333336
0,0,38,0,21,3,8,3,1,1,30,70.56,0,24.05
3,0,35,0,53,343,19,2,1,1,25,1633.995,0,32.63333333333333
2,0,36,0,82,2,28,2,1,1,25,180.0,0,61.96666666666667
0,0,5,0,31,203,6,3,1,1,30,974.24,0,67.08333333333333
11,0,44,1,105,22,18,3,1,1,30,339.32,0,102.96666666666667
23,0,45,4,137,166,51,3,1,1,30,1056.68,0,161.33333333333334
0,0,35,0,54,0,15,2,1,1,25,153.405,0,55.916666666666664
0,0,36,0,0,1,0,2,1,2,25,4.5,1,0.0
10,0,36,1,99,7,10,3,1,1,30,277.68,0,102.38333333333334
6,1,37,0,18,17,4,4,1,2,45,76.4,1,22.3
2,0,31,0,67,91,31,2,1,1,25,697.5,0,105.55
11,0,37,2,120,135,40,3,1,1,30,901.8,0,148.75
10,0,28,2,47,201,11,3,2,1,30,886.88,0,33.75
3,0,34,0,73,20,24,2,1,1,25,246.735,0,56.833333333333336
2,0,40,0,86,10,32,2,1,1,25,214.155,0,61.21666666666667
7,0,40,0,60,360,23,3,1,1,30,1528.32,0,35.8
4,0,8,1,24,1,5,3,1,1,30,80.64,1,31.533333333333335
17,1,39,2,50,21,20,3,1,1,30,220.2,1,55.916666666666664
5,0,26,0,13,23,3,4,1,2,45,84.575,0,17.833333333333332
0,0,25,0,10,46,5,4,1,2,45,131.125,0,10.583333333333334
7,0,21,2,38,67,20,3,1,1,30,354.12,0,35.25
1,0,14,2,38,15,14,3,1,1,30,155.8,0,39.28333333333333
0,0,38,0,0,0,0,2,1,2,25,0.0,0,0.0
14,0,22,5,53,48,25,3,2,1,30,323.64,0,53.96666666666667
11,0,29,1,34,29,17,2,1,1,25,190.755,0,21.75
13,0,38,2,165,19,47,4,1,1,45,356.0,0,202.91666666666666
5,1,35,0,6,7,2,3,1,2,30,40.44,1,5.083333333333333
13,0,39,2,81,115,39,2,1,1,25,837.18,0,117.05
2,0,38,1,26,474,5,3,1,1,30,2013.24,0,48.416666666666664
14,0,38,2,86,116,37,2,1,1,25,860.13,0,123.8
17,0,39,4,91,136,54,2,2,1,25,959.13,0,127.05
5,0,33,1,98,23,25,5,1,1,55,140.595,0,116.25
0,0,36,0,51,0,28,1,1,1,15,107.195,0,31.633333333333333
5,0,37,0,6,7,2,3,1,2,30,40.44,0,5.083333333333333
16,0,38,2,103,24,23,2,1,1,25,379.62,0,98.88333333333334
14,0,40,2,194,189,36,3,1,1,30,1399.96,0,265.0833333333333
3,0,9,1,19,0,7,3,1,1,30,60.28,1,24.8
3,0,10,2,35,16,13,3,1,1,30,169.12,0,43.21666666666667
8,0,36,1,29,16,19,3,1,1,30,198.56,0,55.583333333333336
29,1,34,0,58,24,17,3,1,2,30,164.92,1,27.75
2,0,36,0,66,4,11,2,1,1,25,150.12,0,47.833333333333336
7,0,14,4,49,45,32,3,1,1,30,307.88,0,52.46666666666667
9,0,38,1,188,182,34,2,1,1,25,1529.46,0,260.0
13,0,40,1,102,34,28,2,1,1,25,417.375,0,96.21666666666667
1,0,24,0,36,25,66,4,1,1,45,101.1,0,25.133333333333333
0,0,35,0,0,0,0,3,1,2,30,0.0,1,0.0
5,0,34,1,23,475,4,3,1,1,30,2026.52,0,52.333333333333336
0,0,31,0,1,1,3,4,1,2,45,18.225,1,10.466666666666667
5,0,34,1,6,7,2,5,1,1,55,15.165,0,5.083333333333333
20,0,34,9,97,15,55,4,1,1,45,308.175,0,178.83333333333334
6,1,11,2,24,0,6,3,1,1,30,65.04,1,26.7
5,0,18,1,29,30,14,2,1,1,25,223.605,0,32.333333333333336
4,0,37,0,63,3,31,1,1,1,15,173.855,0,46.63333333333333
3,0,31,0,54,0,32,1,1,1,15,217.085,0,64.88333333333334
13,0,30,0,33,21,12,2,1,2,25,135.585,0,14.666666666666666
5,0,13,0,164,57,35,4,1,1,45,357.525,0,140.61666666666667
19,0,42,3,106,43,30,3,1,1,30,424.36,0,103.38333333333334
2,0,38,0,38,276,15,3,1,1,30,1192.32,0,36.166666666666664
2,0,38,0,85,0,15,2,1,1,25,243.135,0,88.63333333333334
0,0,38,0,6,32,4,2,1,2,25,149.445,1,1.9166666666666667
0,0,36,0,8,6,6,2,1,2,25,45.585,0,6.75
16,0,39,4,170,39,64,4,1,1,45,411.0,0,206.16666666666666
30,0,38,0,61,34,24,3,1,2,30,196.04,1,24.0
6,0,37,0,49,36,19,3,1,2,30,217.16,0,29.666666666666668
16,0,39,1,77,9,35,1,1,1,15,323.675,0,81.8
0,0,39,0,16,17,11,2,1,2,25,103.545,0,9.75
14,0,45,2,181,15,47,3,1,1,30,630.36,0,234.63333333333333
0,0,23,0,27,0,62,4,1,1,45,29.375,0,19.133333333333333
0,0,28,0,14,0,8,3,1,1,30,98.76,0,40.916666666666664
8,0,31,2,69,25,29,3,1,1,30,247.16,0,60.166666666666664
3,0,32,0,46,341,17,2,1,1,25,1625.13,0,32.8
2,0,34,0,104,112,41,3,1,1,30,776.16,0,135.0
5,0,39,0,8,9,4,3,1,2,30,58.84,0,9.383333333333333
3,0,24,0,66,9,21,3,1,1,30,183.84,0,60.5
0,0,15,0,18,17,9,2,1,1,25,145.485,0,25.25
30,0,40,4,231,61,34,3,1,1,30,871.04,0,257.4166666666667
10,0,44,2,47,302,24,4,1,1,45,824.8,0,45.75
3,1,8,0,13,0,3,2,1,1,25,62.37,1,22.883333333333333
7,0,40,0,20,20,10,3,1,2,30,121.4,0,16.916666666666668
0,0,40,1,8,12,6,5,1,1,55,22.515,0,4.883333333333334
11,0,40,1,46,301,23,3,1,1,30,1320.04,0,47.583333333333336
16,0,30,7,83,0,36,4,1,1,45,256.45,0,169.58333333333334
10,0,42,2,81,116,38,2,1,1,25,827.955,0,111.96666666666667
32,0,38,5,250,15,83,2,2,1,25,815.85,0,273.0
0,0,25,0,0,0,0,4,1,2,45,0.0,0,0.0
5,0,33,0,77,0,24,3,1,1,30,183.68,0,75.25
1,0,6,1,11,0,2,3,1,1,30,52.76,1,21.8
5,0,6,1,40,214,11,3,1,1,30,1045.4,0,78.25
10,0,41,1,184,160,34,2,1,1,25,1428.705,0,259.4166666666667
15,0,35,7,82,0,42,4,1,1,45,245.175,0,162.08333333333334
0,0,35,0,2,0,2,2,1,2,25,13.14,0,4.833333333333333
15,0,40,2,72,398,30,3,1,1,30,1709.8,0,47.88333333333333
34,1,36,0,64,31,19,3,2,2,30,205.36,1,32.833333333333336
11,1,38,0,55,17,20,3,1,2,30,167.32,0,40.46666666666667
5,0,35,0,45,47,23,3,1,2,30,264.0,0,30.916666666666668
2,0,36,0,43,154,8,2,1,1,25,793.035,0,36.333333333333336
7,0,12,3,52,254,16,3,1,1,30,1210.48,0,80.16666666666667
11,0,40,0,30,41,25,3,1,2,30,229.8,0,26.916666666666668
21,0,40,3,221,57,34,3,1,1,30,833.44,0,248.58333333333334
17,0,27,1,39,35,18,2,1,1,25,236.655,0,28.666666666666668
11,1,36,0,45,43,34,3,1,2,30,272.12,1,40.96666666666667
0,0,22,0,0,9,0,4,1,2,45,22.5,0,0.0
7,0,30,0,90,9,18,2,1,1,25,289.035,1,90.55
0,0,38,0,20,32,15,2,1,2,25,189.45,0,16.5
6,0,31,1,45,38,69,5,1,1,55,81.195,0,26.133333333333333
0,1,34,0,28,6,14,3,1,2,30,79.64,1,22.716666666666665
12,0,39,2,160,18,49,4,1,1,45,343.25,0,196.16666666666666
7,0,29,2,39,198,13,3,2,1,30,848.56,0,22.916666666666668
0,0,36,0,0,0,0,3,1,1,30,0.0,1,0.0
0,0,19,0,27,15,65,4,1,1,45,69.75,0,21.05
0,0,24,0,23,2,51,4,1,1,45,22.15,0,11.05
9,0,31,0,37,7,12,3,1,2,30,150.88,1,50.583333333333336
18,0,45,3,94,47,31,3,1,1,30,354.96,0,68.0
21,0,20,3,153,124,48,2,2,1,25,871.47,0,113.55
26,0,35,4,240,10,84,2,1,1,25,782.775,0,269.25
11,1,36,1,95,24,24,2,1,1,25,363.06,1,92.88333333333334
0,0,31,0,46,0,30,1,1,1,15,117.37,0,34.8
2,0,42,0,20,8,12,2,1,2,25,76.275,0,14.583333333333334
20,0,15,1,145,82,40,2,2,1,25,673.335,0,110.3
17,0,44,3,90,49,34,3,1,1,30,366.0,0,69.33333333333333
0,0,34,0,6,0,6,2,1,2,25,31.545,0,11.583333333333334
22,0,18,2,152,93,42,2,2,1,25,744.93,0,118.36666666666666
9,0,39,3,105,31,28,5,1,1,55,155.625,0,119.5
5,0,39,0,6,7,2,2,1,2,25,45.495,1,5.083333333333333
7,0,19,0,26,7,12,2,1,1,25,117.495,0,31.416666666666668
10,0,39,1,98,27,23,2,1,1,25,373.995,1,91.88333333333334
26,0,39,10,105,40,48,5,2,1,55,224.4,0,180.91666666666666
5,0,26,1,41,194,9,2,2,1,25,952.245,0,28.666666666666668
31,1,32,4,249,8,80,2,1,1,25,802.53,0,279.75
0,0,33,0,118,372,39,2,1,1,25,2000.745,0,119.05
3,0,29,1,63,18,27,3,1,1,30,206.72,0,55.083333333333336
21,1,36,8,93,1,42,5,2,1,55,159.42,0,173.91666666666666
0,0,30,0,0,0,0,3,1,1,30,0.0,0,0.0
24,0,39,3,220,36,34,3,1,1,30,742.2,0,245.58333333333334
7,0,38,0,72,11,13,3,1,1,30,173.88,0,52.916666666666664
0,0,37,2,10,36,6,5,1,1,55,60.945,0,7.55
8,0,33,0,86,0,18,2,1,1,25,246.78,1,89.96666666666667
0,1,8,1,19,25,9,3,1,1,30,152.68,1,21.633333333333333
6,0,42,1,35,15,12,4,1,1,45,86.575,0,32.13333333333333
0,0,35,0,65,0,26,2,1,1,25,127.125,0,46.0
5,0,28,0,35,16,55,4,1,1,45,72.7,0,21.216666666666665
5,0,39,0,73,9,20,2,1,1,25,234.81,0,70.75
0,0,29,0,59,86,29,2,1,1,25,666.54,0,102.55
23,0,36,8,94,10,45,5,1,1,55,175.785,0,177.08333333333334
0,0,34,0,4,0,3,2,1,2,25,14.49,0,5.3
2,0,26,0,11,30,6,4,1,2,45,100.65,0,16.916666666666668
0,0,35,0,22,253,16,3,1,1,30,1066.68,0,22.416666666666668
18,1,37,0,57,37,33,3,1,2,30,306.08,1,64.91666666666667
1,0,24,0,34,32,69,4,1,1,45,117.175,0,24.216666666666665
17,0,17,1,177,80,42,5,1,1,55,261.225,0,153.96666666666667
3,0,40,0,165,3,46,3,1,1,30,560.52,0,225.8
0,0,40,0,54,5,35,1,1,1,15,149.71,0,36.13333333333333
7,0,13,0,165,66,38,4,1,1,45,384.825,0,143.8
18,0,29,2,231,0,75,2,1,1,25,711.495,0,259.6666666666667
32,0,39,10,110,16,44,5,1,1,55,197.4,0,190.83333333333334
23,0,22,2,155,103,49,2,2,1,25,779.985,0,114.63333333333334
13,1,33,0,45,7,14,3,1,2,30,158.4,1,53.583333333333336
9,0,20,4,47,41,23,3,1,1,30,283.2,0,48.88333333333333
11,0,39,2,65,214,29,3,1,1,30,986.6,0,53.333333333333336
17,0,16,0,171,48,38,4,1,1,45,352.35,0,152.05
0,0,33,0,37,22,15,3,1,2,30,136.28,0,19.5
15,0,40,1,72,8,37,1,1,1,15,295.625,0,75.05
7,0,39,2,94,41,34,3,1,1,30,333.28,0,68.96666666666667
0,0,3,0,11,0,1,2,1,1,25,50.13,1,18.383333333333333
0,0,3,0,0,0,0,2,1,1,25,0.0,1,0.0
6,0,30,3,112,263,29,2,2,1,25,1503.99,0,116.83333333333333
0,0,28,0,0,0,0,2,1,2,25,0.0,1,0.0
